1,1,C
1,1,Python
1,1,VB
1,1,Objective-C
1,1,PHP
1,1,JavaScript
1,1,Ruby
2,2,C
2,2,C++
2,2,C#
2,2,Python
2,2,VB
2,2,Objective-C
2,2,PHP
2,2,JavaScript
2,2,Ruby
3,3,Java
3,3,C#
3,3,VB
3,3,Objective-C
3,3,PHP
3,3,Ruby
4,4,C
4,4,C++
4,4,C#
4,4,Python
4,4,VB
4,4,Objective-C
4,4,PHP
4,4,JavaScript
4,4,Ruby
5,5,C#
5,5,Python
5,5,VB
5,5,Objective-C
5,5,PHP
5,5,JavaScript
5,5,Ruby
6,6,C
6,6,Python
6,6,VB
6,6,Objective-C
6,6,PHP
6,6,JavaScript
6,6,Ruby
7,7,C
7,7,C++
7,7,C#
7,7,Python
7,7,VB
7,7,Objective-C
7,7,JavaScript
7,7,Ruby
8,8,C#
8,8,Python
8,8,VB
8,8,Objective-C
8,8,PHP
8,8,JavaScript
8,8,Ruby
9,9,C
9,9,C#
9,9,VB
9,9,Objective-C
9,9,PHP
9,9,JavaScript
9,9,Ruby
10,10,C
10,10,C++
10,10,C#
10,10,Python
10,10,VB
10,10,Objective-C
10,10,PHP
10,10,JavaScript
10,10,Ruby
11,11,C#
11,11,VB
11,11,PHP
11,11,JavaScript
11,11,Ruby
12,12,C
12,12,C#
12,12,Python
12,12,VB
12,12,Objective-C
12,12,PHP
12,12,JavaScript
12,12,Ruby
13,13,C
13,13,C++
13,13,C#
13,13,Python
13,13,VB
13,13,Objective-C
13,13,PHP
13,13,JavaScript
13,13,Ruby
14,14,C
14,14,C++
14,14,Java
14,14,C#
14,14,Python
14,14,VB
14,14,Objective-C
14,14,PHP
14,14,JavaScript
14,14,Ruby
15,15,C
15,15,C#
15,15,Python
15,15,VB
15,15,Objective-C
15,15,JavaScript
15,15,Ruby
16,16,C
16,16,C++
16,16,C#
16,16,Python
16,16,Objective-C
16,16,PHP
16,16,JavaScript
17,17,C
17,17,C#
17,17,Python
17,17,PHP
17,17,Ruby
18,18,C
18,18,C#
18,18,Python
18,18,VB
18,18,Objective-C
18,18,PHP
18,18,JavaScript
18,18,Ruby
19,19,C
19,19,VB
19,19,PHP
19,19,JavaScript
19,19,Ruby
20,20,C
20,20,C#
20,20,VB
20,20,Ruby
21,21,C
21,21,C#
21,21,Python
21,21,VB
21,21,Objective-C
21,21,PHP
21,21,JavaScript
21,21,Ruby
22,22,C
22,22,C++
22,22,C#
22,22,VB
22,22,Objective-C
22,22,PHP
22,22,JavaScript
22,22,Ruby
23,23,C
23,23,Java
23,23,C#
23,23,Python
23,23,VB
23,23,Objective-C
23,23,PHP
23,23,JavaScript
23,23,Ruby
24,24,C
24,24,C#
24,24,VB
24,24,Objective-C
24,24,PHP
24,24,JavaScript
24,24,Ruby
25,25,C
25,25,Java
25,25,C#
25,25,Python
25,25,VB
25,25,Objective-C
25,25,JavaScript
25,25,Ruby
26,26,C
26,26,C++
26,26,C#
26,26,Python
26,26,Objective-C
26,26,PHP
26,26,JavaScript
26,26,Ruby
27,27,C#
27,27,VB
27,27,JavaScript
28,28,C
28,28,C++
28,28,C#
28,28,Python
28,28,VB
28,28,Objective-C
28,28,PHP
28,28,JavaScript
28,28,Ruby
29,29,C
29,29,C#
29,29,Python
29,29,VB
29,29,PHP
29,29,JavaScript
29,29,Ruby
30,30,C
30,30,Python
30,30,PHP
30,30,JavaScript
31,31,C
31,31,C#
31,31,Python
31,31,VB
31,31,Objective-C
31,31,PHP
31,31,JavaScript
31,31,Ruby
32,32,C#
32,32,Python
32,32,VB
32,32,Objective-C
32,32,JavaScript
32,32,Ruby
33,33,C#
33,33,Python
33,33,JavaScript
33,33,Ruby
34,34,C
34,34,C#
34,34,Python
34,34,VB
34,34,Objective-C
34,34,JavaScript
35,35,C#
35,35,Python
35,35,PHP
35,35,JavaScript
35,35,Ruby
36,36,C++
36,36,C#
36,36,Python
36,36,Objective-C
36,36,PHP
36,36,JavaScript
36,36,Ruby
37,37,C#
37,37,Python
37,37,Objective-C
37,37,PHP
37,37,JavaScript
37,37,Ruby
38,38,C
38,38,C++
38,38,C#
38,38,PHP
38,38,JavaScript
39,39,C
39,39,C#
39,39,VB
39,39,Objective-C
39,39,JavaScript
39,39,Ruby
40,40,C
40,40,C#
40,40,VB
40,40,JavaScript
40,40,Ruby
41,41,C#
41,41,Python
41,41,VB
41,41,Objective-C
41,41,PHP
41,41,JavaScript
41,41,Ruby
42,42,C
42,42,C#
42,42,Python
42,42,VB
42,42,PHP
42,42,JavaScript
42,42,Ruby
43,43,C
43,43,C#
43,43,Python
43,43,VB
43,43,JavaScript
43,43,Ruby
44,44,C
44,44,C#
44,44,Python
44,44,Objective-C
44,44,PHP
44,44,JavaScript
44,44,Ruby
45,45,C
45,45,C#
45,45,Python
45,45,VB
45,45,Objective-C
45,45,PHP
45,45,JavaScript
45,45,Ruby
46,46,C
46,46,C#
46,46,VB
46,46,JavaScript
47,47,C
47,47,C#
47,47,Python
47,47,VB
47,47,Objective-C
47,47,PHP
47,47,JavaScript
47,47,Ruby
48,48,C#
48,48,Python
48,48,VB
48,48,Objective-C
48,48,PHP
48,48,Ruby
49,49,C
49,49,C++
49,49,C#
49,49,Python
49,49,VB
49,49,Objective-C
49,49,PHP
49,49,JavaScript
49,49,Ruby
50,50,C#
50,50,Objective-C
50,50,PHP
50,50,JavaScript
51,51,C
51,51,C#
51,51,VB
51,51,PHP
51,51,JavaScript
51,51,Ruby
52,52,C#
52,52,Python
52,52,VB
52,52,PHP
52,52,JavaScript
52,52,Ruby
53,53,C
53,53,C++
53,53,C#
53,53,Python
53,53,VB
53,53,Objective-C
53,53,PHP
53,53,JavaScript
53,53,Ruby
54,54,C
54,54,C#
54,54,Python
54,54,VB
54,54,Objective-C
54,54,PHP
54,54,JavaScript
55,55,C
55,55,C#
55,55,VB
55,55,Objective-C
55,55,PHP
55,55,JavaScript
55,55,Ruby
56,56,C
56,56,C#
56,56,Python
56,56,VB
56,56,Objective-C
56,56,PHP
56,56,JavaScript
56,56,Ruby
57,57,C
57,57,Java
57,57,C#
57,57,VB
57,57,Objective-C
57,57,PHP
57,57,JavaScript
57,57,Ruby
58,58,C
58,58,C++
58,58,Java
58,58,C#
58,58,Python
58,58,VB
58,58,Objective-C
58,58,PHP
58,58,JavaScript
58,58,Ruby
59,59,C
59,59,C#
59,59,Python
59,59,VB
59,59,Objective-C
59,59,PHP
59,59,JavaScript
59,59,Ruby
60,60,C#
60,60,Python
60,60,VB
60,60,Objective-C
60,60,PHP
60,60,JavaScript
60,60,Ruby
61,61,C
61,61,C#
61,61,Python
61,61,Objective-C
61,61,PHP
61,61,JavaScript
61,61,Ruby
62,62,C
62,62,C#
62,62,Python
62,62,VB
62,62,JavaScript
62,62,Ruby
63,63,C#
63,63,PHP
63,63,JavaScript
63,63,Ruby
64,64,C
64,64,C#
64,64,Python
64,64,Objective-C
64,64,PHP
64,64,JavaScript
64,64,Ruby
65,65,C
65,65,C#
65,65,VB
65,65,Objective-C
65,65,PHP
65,65,JavaScript
65,65,Ruby
66,66,C
66,66,C++
66,66,C#
66,66,Python
66,66,VB
66,66,Objective-C
66,66,PHP
66,66,JavaScript
66,66,Ruby
67,67,C
67,67,C++
67,67,Java
67,67,C#
67,67,Python
67,67,VB
67,67,Objective-C
67,67,PHP
67,67,JavaScript
67,67,Ruby
68,68,C
68,68,C++
68,68,C#
68,68,JavaScript
68,68,Ruby
69,69,C
69,69,C#
69,69,Python
69,69,VB
69,69,Objective-C
69,69,PHP
69,69,JavaScript
69,69,Ruby
70,70,C
70,70,Python
70,70,Objective-C
70,70,JavaScript
70,70,Ruby
71,71,C
71,71,C#
71,71,Python
71,71,VB
71,71,PHP
71,71,JavaScript
71,71,Ruby
72,72,C
72,72,Java
72,72,C#
72,72,Python
72,72,VB
72,72,Objective-C
72,72,PHP
72,72,JavaScript
72,72,Ruby
73,73,C
73,73,Objective-C
73,73,JavaScript
74,74,C
74,74,C#
74,74,Python
74,74,VB
74,74,Objective-C
74,74,PHP
74,74,JavaScript
74,74,Ruby
75,75,C
75,75,C#
75,75,VB
75,75,Objective-C
75,75,PHP
75,75,JavaScript
75,75,Ruby
76,76,C
76,76,C#
76,76,Python
76,76,VB
76,76,PHP
76,76,JavaScript
76,76,Ruby
77,77,C
77,77,Java
77,77,C#
77,77,Python
77,77,VB
77,77,PHP
77,77,JavaScript
77,77,Ruby
78,78,C
78,78,C++
78,78,C#
78,78,Python
78,78,VB
78,78,Objective-C
78,78,PHP
78,78,JavaScript
78,78,Ruby
79,79,C
79,79,Java
79,79,C#
79,79,Python
79,79,VB
79,79,Objective-C
79,79,JavaScript
79,79,Ruby
80,80,C#
80,80,VB
80,80,Ruby
81,81,C
81,81,C#
81,81,Python
81,81,VB
81,81,Objective-C
81,81,PHP
81,81,JavaScript
81,81,Ruby
82,82,C
82,82,C#
82,82,VB
82,82,Objective-C
82,82,JavaScript
82,82,Ruby
83,83,C
83,83,C#
